sex,age,height_cm,weight_kg,intensity,weekly_training_days,shoulder_width_n,hip_width_n,waist_width_n,torso_length_n,leg_length_n,arm_length_n,upper_arm_n,forearm_n,thigh_n,calf_n,symmetry_score,shoulder_hip_ratio,shoulder_waist_ratio,torso_leg_ratio,arm_torso_ratio,upper_lower_arm_ratio,thigh_calf_ratio,bmi,predicted_body_fat,lean_mass_kg,ffmi,frame_type,frame_label,max_ffmi,peak_lean_mass_kg,months_to_peak,months_optimistic,months_conservative
0,44.967423001807106,177.43277740002077,62.346439272910175,1,2,0.26629731850199173,0.24059067652397453,0.1901090619078748,0.2841166336957891,0.5026904909765622,0.45997146594300975,0.18723313990623683,0.13461656270177974,0.236207446445899,0.2003983980951329,0.7540043202329924,1.106843438432317,1.4007534153086354,0.5651908552178695,1.6189472647639718,1.3908522495019253,1.178683412680548,19.80359124287551,0.28706816781866246,44.44876118081835,14.11861058855353,balanced,1,21.132098187718924,66.52889671431576,40.12939162820511,32.10351330256409,48.15526995384614
1,32.284463748598704,160.9428994785115,76.49323460956744,0,3,0.2738735900503983,0.23108733211499902,0.14824013170759512,0.29959351884984026,0.43386216281060414,0.47147380856730475,0.20602275467992398,0.159987457868535,0.2458326022210738,0.21736139434570428,0.6,1.1851467685270565,1.8474871777868815,0.6905253649769361,1.5737063894804169,1.287735111799228,1.1309803747840992,29.531083645671078,0.2666272703698299,56.09805226385947,21.657291422162675,balanced,1,25.24754445073087,65.3977471384915,9.499768396976883,7.5998147175815065,11.399722076372258
1,48.49520516992331,183.4586713369388,88.00395361993316,0,3,0.21958072671978957,0.2439516366992946,0.20321931845242303,0.3370446256701917,0.4781492345008795,0.45715697907439407,0.21235376603983344,0.1552761572846799,0.22585643385841006,0.1551201709564806,0.8924751764782944,0.900095730428416,1.0805057702495273,0.7048927331846196,1.356365264095534,1.367578913429689,1.45600005766959,26.147230517049003,0.26330573809541163,64.83200765672228,19.262514686606544,narrow,0,23.20316238742553,78.09507875976885,12.91438209761864,10.331505678094913,15.497258517142367
0,38.825426870967576,146.64949278257066,45.0,0,1,0.24080523242275453,0.2648921532749604,0.16561270407795026,0.32725641003828543,0.4567729666133328,0.4535904628633037,0.18569875188595283,0.15185463489728773,0.21575699689448274,0.22712807573785232,0.921970744281,0.9090655211189906,1.4540175510440458,0.7164515361167983,1.3860357289090528,1.2228637548521393,0.9499312062692713,20.924321453498806,0.28639033924521107,32.1124347339655,14.931797933955433,narrow,0,19.977692449709366,42.964172684634335,13.146314367944015,10.517051494355213,15.775577241532817
0,21.70876369021598,158.67097848131812,63.56555872251778,0,6,0.19702130386196728,0.2054761192857892,0.18578359948399098,0.3078962436246539,0.476792510104437,0.4713633983649752,0.20460604754670686,0.12630679533453873,0.2646736565363607,0.18117130101276152,0.6,0.9588478977454366,1.060482431854878,0.6457643342444243,1.5309113937362715,1.6199003949422712,1.4608947121432072,25.247993447275814,0.29890607785480655,44.565426878120604,17.701214752246745,narrow,0,19.924785433970914,50.16359502712482,6.6384240443004705,5.310739235440376,7.966108853160565
1,46.32297562325762,179.93339167144305,105.32453416333142,1,3,0.26433891364195095,0.22720629696162065,0.18721230700263747,0.27718844123413916,0.4659178174776778,0.43851425370491004,0.17998910930748024,0.13497649269918915,0.21138794242232084,0.21792633930639052,0.8518079824407732,1.1634261627019948,1.4119664775657583,0.5949286245503902,1.5820020118821967,1.3334749794812382,0.9699927649973473,32.53164424514132,0.33492257487518834,70.04896998381872,21.636062189634988,balanced,1,24.228798488809968,78.44321962153107,15.088007784822567,12.070406227858054,18.10560934178708
0,33.65648610658553,162.81048156470624,79.89977951309668,2,3,0.23117084211607763,0.2332593891125821,0.15214838228757377,0.3188466828362092,0.4817995298577498,0.4764111706766489,0.17049465306533873,0.15772823266170283,0.27880168920782517,0.21513862072308668,0.6,0.9910419981529914,1.5193676020264568,0.661781511386772,1.4941653846717131,1.0809324954430934,1.2959104802303247,30.142610323455084,0.3851212419266077,49.12867719735076,18.534050800776278,narrow,0,19.742064886974447,52.330790687198146,15.566245430887088,12.452996344709671,18.679494517064505
1,22.53244697513296,197.70736532031964,85.7952728601616,2,1,0.22697573360227774,0.1615609067692555,0.19003239695667756,0.3042455938986246,0.48028459180540894,0.4996254095732904,0.1758283915228303,0.15924211672561958,0.22868677983467806,0.19457878300657808,0.7927540672659811,1.4048839738345438,1.1943991805504695,0.6334680845930766,1.6421725652572674,1.1041506542840882,1.17528540890061,21.949147775462205,0.15321440134835224,72.6502014903734,18.586222238938245,wide,2,24.556116313810275,95.98544422232601,120.0,96.0,144.0
0,22.886084282925463,153.14821169073494,49.6108739805561,2,6,0.26428999506548906,0.20589450803015766,0.16508653727384018,0.3320104320646669,0.48416262986171543,0.4234312340969655,0.17703157620349594,0.15991222468911057,0.25633018690470427,0.20818018248842265,0.6706218178284589,1.2836122438707032,1.6009082177238858,0.6857401332675365,1.275351368065219,1.1070477538531625,1.231284133564566,21.152076967261273,0.25246291745786387,37.085967997790476,15.811961905813204,balanced,1,21.210766675066893,49.7485270206054,67.972603693509,54.378082954807205,81.5671244322108
0,40.0010859235159,159.3493274540336,61.9591009212628,2,6,0.24493999188705717,0.2568421065237105,0.16949067483368224,0.3070843960710871,0.48535151821679484,0.4436485407910153,0.18343383105710284,0.15491322525033208,0.25750145791037826,0.18737340311447437,0.9057617980782393,0.9536560867926022,1.445144678211543,0.6327038277236675,1.4447073891078663,1.1840993347169042,1.3742616581041782,24.40083214926429,0.3308124834152581,41.46225687532325,16.3287322685673,narrow,0,20.321265774769657,51.60018106287083,48.92476275251136,39.139810202009095,58.70971530301363
1,19.515920215343673,193.00343854104452,86.93460926284256,2,3,0.28646354771159377,0.24059551726127126,0.16293599931052966,0.2762333283745607,0.4972008187311699,0.4152541022909832,0.2197336950635372,0.14061716763225895,0.22288736175664262,0.16893378891660962,0.9858707234943986,1.1906387963235314,1.7581246059751225,0.5555758606826743,1.5032675509030806,1.5626266418019268,1.3193692263507981,23.337945084120655,0.16294195750473825,72.76931385464543,19.53521462797595,balanced,1,24.279779839154056,90.4429745505261,92.13607264618567,73.70885811694853,110.5632871754228
1,27.171000477242025,190.16196984530697,104.14153673380162,0,3,0.2753215213935257,0.20822817413963599,0.20404828431607425,0.28540670516118166,0.4422380715909367,0.42587046714552074,0.18214589143934526,0.14266348298528683,0.2542021884002071,0.22047930140478567,0.8867589094230465,1.322204357439839,1.3492893264308152,0.6453674573222192,1.4921477572058326,1.2767430801829647,1.1529473915835706,28.79894954257092,0.24608069560850765,78.51431493260876,21.712084006340753,wide,2,25.73623028285781,93.06626158116975,17.45610499671443,13.964883997371544,20.947325996057316
1,22.47320289503578,155.506878457035,65.19174714593782,0,3,0.3050338954190682,0.20175377666533342,0.15394045448575064,0.30932513669408246,0.4952809590482446,0.4598135770512489,0.18435333580574106,0.12969032073052256,0.24843294836665478,0.1877029717387006,0.9208907184230618,1.5119042059908798,1.9814928762239494,0.6245435171684733,1.4865008885621445,1.4214778195435087,1.3235359170369283,26.958356545687213,0.2131886452068288,51.293606893229196,21.211141036709513,wide,2,24.616656723290316,59.52895748534895,10.7631202889229,8.61049623113832,12.91574434670748
1,32.1144777477531,186.30511559046053,59.8082216346183,1,6,0.2724927147677056,0.19826975062071048,0.18274518005074822,0.32271917206564604,0.4346209705267484,0.40785955810119173,0.19230415347770932,0.15649541037866074,0.2576253103305825,0.23241396979660378,0.9247315222160792,1.3743465131121677,1.4910993745096885,0.7425284360901506,1.2638179866185344,1.2288087184390217,1.108471242433486,17.23103359388631,0.11863570194646784,52.71283127882543,15.186817828212439,wide,2,26.225109920168926,91.02629728806266,81.43912263524655,65.15129810819724,97.72694716229586
1,31.25932070381956,161.0240902069559,66.9861701156984,0,2,0.24989984954848973,0.2165149523358313,0.1637740979953668,0.2909028242008871,0.3961690998973252,0.4305103488194091,0.17018958440777265,0.17786815246787435,0.26919152377737116,0.21589438274829484,0.8611018822031538,1.1541867786299538,1.5258720807210837,0.7342876816707772,1.4799061167450143,0.9568246210568259,1.2468609580743675,25.834701021695647,0.21991284987913268,52.25505054306677,20.153318294239217,balanced,1,24.101086943027884,62.4911241892491,12.921071312938244,10.336857050350595,15.505285575525892
1,34.700045910043386,157.93335661662707,58.076245913032565,0,5,0.24772324468947432,0.21113736384996262,0.19463929862828278,0.3010378706783159,0.5391738893499672,0.4763407280318065,0.19218865950542793,0.15389723539132927,0.2612736973871518,0.18479707959383063,0.9666838253141873,1.173274435646898,1.2727233077388949,0.5583306578710464,1.5823229968890453,1.248803529272019,1.413833401090572,23.283636156530527,0.19721373947146603,46.622812282058966,18.69178320160811,balanced,1,24.354497191561542,60.74728871713095,14.830054935821087,11.864043948656871,17.796065922985303
1,26.948362531280967,162.82060760528276,64.01882346839325,2,6,0.253745568974681,0.1942011014506071,0.2167843802128753,0.3398118372538984,0.45183481684538335,0.45558620402827577,0.19985061590779685,0.1458772189327997,0.22763255797240775,0.21059399230042414,0.7861291053097067,1.306605680779505,1.1704920725074364,0.7520692795590856,1.3406974489544514,1.369982560589529,1.0809020456083718,24.148432544112264,0.18976242435129337,51.87045632291347,19.56596744025785,wide,2,25.94858282158246,68.79112090920754,79.53330873863594,63.62664699090875,95.43997048636312
